entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Sweden,SWE,2005,,11.86,9029771,Europe
Sweden,SWE,2010,,11.95,9378234,Europe
Sweden,SWE,2015,,11.89,9799483,Europe
Sweden,SWE,2020,,11.93,10353682,Europe
Switzerland,CHE,1870,,4.09,2655155,Europe
Switzerland,CHE,1875,,4.28,2743419,Europe
Switzerland,CHE,1880,,4.47,2831582,Europe
Switzerland,CHE,1885,,4.68,2891309,Europe
Switzerland,CHE,1890,,4.91,2960412,Europe
Switzerland,CHE,1895,,5.13,3116589,Europe
Switzerland,CHE,1900,,5.31,3297641,Europe
Switzerland,CHE,1905,,5.67,3505221,Europe
Switzerland,CHE,1910,,6.05,3708897,Europe
Switzerland,CHE,1915,,6.37,3797595,Europe
Switzerland,CHE,1920,,7.11,3870407,Europe
Switzerland,CHE,1925,,7.45,3954753,Europe
Switzerland,CHE,1930,,7.72,4042131,Europe
Switzerland,CHE,1935,,7.96,4128912,Europe
Switzerland,CHE,1940,,8.21,4233223,Europe
Switzerland,CHE,1945,,8.52,4444943,Europe
Switzerland,CHE,1950,98.5,8.97,4692642,Europe
Switzerland,CHE,1955,,9.09,5002118,Europe
Switzerland,CHE,1960,,9.16,5327777,Europe
Switzerland,CHE,1965,,9.5,5856414,Europe
Switzerland,CHE,1970,,9.9,6180922,Europe
Switzerland,CHE,1975,,10.55,6338600,Europe
Switzerland,CHE,1980,,11.32,6319848,Europe
Switzerland,CHE,1985,,10.67,6470959,Europe
Switzerland,CHE,1990,,10.54,6713168,Europe
Switzerland,CHE,1995,,10.41,7040481,Europe
Switzerland,CHE,2000,,10.14,7184003,Europe
Switzerland,CHE,2005,,10.82,7431824,Europe
Switzerland,CHE,2010,,12.92,7825750,Europe
Switzerland,CHE,2015,,12.95,8283940,Europe
Switzerland,CHE,2020,,12.97,8640582,Europe
Syria,SYR,1870,,0.01,1584954,Asia
Syria,SYR,1875,,0.01,1612588,Asia
Syria,SYR,1880,,0.02,1640702,Asia
Syria,SYR,1885,,0.02,1669306,Asia
Syria,SYR,1890,,0.02,1698409,Asia
Syria,SYR,1895,,0.03,1728018,Asia
Syria,SYR,1900,,0.04,1768504,Asia
Syria,SYR,1905,,0.11,1877878,Asia
Syria,SYR,1910,,0.16,2006651,Asia
Syria,SYR,1915,,0.21,2152230,Asia
Syria,SYR,1920,,0.37,2309054,Asia
Syria,SYR,1925,,0.43,2476848,Asia
Syria,SYR,1930,,0.5,2656835,Asia
Syria,SYR,1935,,0.6,2849902,Asia
Syria,SYR,1940,,0.69,3056998,Asia
Syria,SYR,1945,,0.8,3279143,Asia
Syria,SYR,1950,27.5,0.92,3612085,Asia
Syria,SYR,1955,,1.05,4050600,Asia
Syria,SYR,1960,,1.31,4673502,Asia
Syria,SYR,1965,,1.63,5435268,Asia
Syria,SYR,1970,,2.2,6380612,Asia
Syria,SYR,1975,,2.89,7554368,Asia
Syria,SYR,1980,,3.55,8957664,Asia
Syria,SYR,1981,56,,9260187,Asia
Syria,SYR,1985,,4.26,10625673,Asia
Syria,SYR,1990,,4.68,12579212,Asia
Syria,SYR,1995,,4.77,14616804,Asia
Syria,SYR,2000,,4.79,16637884,Asia
Syria,SYR,2002,83,,17468335,Asia
Syria,SYR,2004,81,,18336879,Asia
Syria,SYR,2005,,6.12,18814092,Asia
Syria,SYR,2010,,7.07,22482417,Asia
Syria,SYR,2015,,7.44,19424615,Asia
Syria,SYR,2020,,7.92,21049431,Asia
Syria,SYR,2021,94,,21628837,Asia
Taiwan,TWN,1870,,0,2326358,Asia
Taiwan,TWN,1875,,0,2358645,Asia
Taiwan,TWN,1880,,0,2391752,Asia
Taiwan,TWN,1885,,0,2425312,Asia
Taiwan,TWN,1890,,0.01,2495279,Asia
Taiwan,TWN,1895,,0.01,2629126,Asia
Taiwan,TWN,1900,,0.02,2809533,Asia
Taiwan,TWN,1905,,0.03,3005298,Asia
Taiwan,TWN,1910,,0.07,3228010,Asia
Taiwan,TWN,1915,,0.1,3463334,Asia
Taiwan,TWN,1920,,0.53,3639403,Asia
Taiwan,TWN,1925,,0.88,3987618,Asia
Taiwan,TWN,1930,,1.34,4490164,Asia
Taiwan,TWN,1935,,1.76,5112023,Asia
Taiwan,TWN,1940,,2.12,5826611,Asia
Taiwan,TWN,1945,,2.5,6354446,Asia
Taiwan,TWN,1950,,3.16,7596535,Asia
Taiwan,TWN,1955,,3.47,9104136,Asia
Taiwan,TWN,1960,,3.76,11046263,Asia
Taiwan,TWN,1965,,4.18,13124808,Asia
Taiwan,TWN,1970,,5.1,14815755,Asia
Taiwan,TWN,1975,,6.07,16365267,Asia
Taiwan,TWN,1980,,7.1,18086521,Asia
Taiwan,TWN,1985,,7.89,19571695,Asia
Taiwan,TWN,1990,,8.68,20594907,Asia
Taiwan,TWN,1995,,9.55,21534497,Asia
Taiwan,TWN,2000,,10.38,22332873,Asia
Taiwan,TWN,2005,,11.35,22824932,Asia
Taiwan,TWN,2010,,11.96,23224049,Asia
Taiwan,TWN,2015,,12.37,23529260,Asia
Taiwan,TWN,2020,,12.76,23663461,Asia
Tajikistan,TJK,1989,98,,5267255,Asia
Tajikistan,TJK,2000,99,,6284737,Asia
Tajikistan,TJK,2015,,10.16,8643839,Asia
Tajikistan,TJK,2020,,10.12,9749312,Asia
Tanzania,TZA,1950,7.5,,7625152,Africa
Tanzania,TZA,1988,59,,24769690,Africa
Tanzania,TZA,2002,69,,36121301,Africa
Tanzania,TZA,2012,78,,47374261,Africa
Tanzania,TZA,2015,78,6.41,52020958,Africa
Tanzania,TZA,2020,,6.87,60972803,Africa
Thailand,THA,1870,,0.01,5807044,Asia
Thailand,THA,1875,,0.01,6018224,Asia
Thailand,THA,1880,,0.01,6245403,Asia
Thailand,THA,1885,,0.01,6481151,Asia
Thailand,THA,1890,,0.02,6734361,Asia
Thailand,THA,1895,,0.03,7053396,Asia
Thailand,THA,1900,,0.04,7411725,Asia
Thailand,THA,1905,,0.2,7887330,Asia
Thailand,THA,1910,,0.34,8430298,Asia
Thailand,THA,1915,,0.46,9146885,Asia
Thailand,THA,1920,,0.51,9983580,Asia
Thailand,THA,1925,,0.6,11180768,Asia
Thailand,THA,1930,,0.73,12563733,Asia
Thailand,THA,1935,,0.99,14065091,Asia
Thailand,THA,1940,,1.25,15767871,Asia
Thailand,THA,1945,,1.67,17889744,Asia
Thailand,THA,1950,52.5,2.16,20428401,Asia
Thailand,THA,1955,,2.44,23343179,Asia
Thailand,THA,1960,,2.68,26851751,Asia
Thailand,THA,1965,,2.39,31149337,Asia
Thailand,THA,1970,,2.74,35954411,Asia
Thailand,THA,1975,,3.24,40939999,Asia
Thailand,THA,1980,88,3.9,45650031,Asia
Thailand,THA,1985,,4.45,50270754,Asia
Thailand,THA,1990,,5.21,54738329,Asia
Thailand,THA,1995,,5.79,59098231,Asia
Thailand,THA,2000,93,6.09,63007815,Asia
Thailand,THA,2005,94,7.46,66017415,Asia
Thailand,THA,2010,96,8.47,68579443,Asia
Thailand,THA,2013,94,,69845112,Asia
Thailand,THA,2015,93,8.71,70540787,Asia
Thailand,THA,2016,91.9814,,70859835,Asia
Thailand,THA,2018,94,,71376081,Asia
Thailand,THA,2019,91.26915,,71522264,Asia
Thailand,THA,2020,,9.32,71641484,Asia
Thailand,THA,2022,91.09987,,71735321,Asia
Togo,TGO,1870,,0.01,581006,Africa
Togo,TGO,1875,,0.01,608902,Africa
Togo,TGO,1880,,0.01,638484,Africa
Togo,TGO,1885,,0.02,664465,Africa
Togo,TGO,1890,,0.02,690680,Africa
Togo,TGO,1895,,0.03,717920,Africa
Togo,TGO,1900,,0.04,746223,Africa
Togo,TGO,1905,,0.05,775631,Africa
Togo,TGO,1910,,0.07,806672,Africa
Togo,TGO,1915,,0.1,842115,Africa
Togo,TGO,1920,,0.11,881367,Africa
Togo,TGO,1925,,0.12,945631,Africa
Togo,TGO,1930,,0.25,1018096,Africa
Togo,TGO,1935,,0.27,1092017,Africa
Togo,TGO,1940,,0.29,1173468,Africa
Togo,TGO,1945,,0.32,1280007,Africa
Togo,TGO,1950,7.5,0.36,1399603,Africa
Togo,TGO,1955,,0.43,1529951,Africa
Togo,TGO,1960,,0.53,1673118,Africa
Togo,TGO,1965,,0.65,1853774,Africa
Togo,TGO,1970,,0.92,2244779,Africa
Togo,TGO,1975,,1.93,2574622,Africa
Togo,TGO,1980,,2.95,2920907,Africa
Togo,TGO,1985,,3.65,3441100,Africa
Togo,TGO,1990,,4.3,3998758,Africa
Togo,TGO,1995,,4.62,4410834,Africa
Togo,TGO,2000,53,5.05,5140046,Africa
Togo,TGO,2005,,5.44,5844637,Africa
Togo,TGO,2006,57,,6010673,Africa
Togo,TGO,2009,57,,6551868,Africa
Togo,TGO,2010,,6.09,6732596,Africa
Togo,TGO,2011,60,,6916478,Africa
Togo,TGO,2015,64,6.85,7663199,Africa
Togo,TGO,2019,67,,8463070,Africa
Togo,TGO,2020,,7.68,8669721,Africa
Togo,TGO,2022,72.59589,,9089742,Africa
Tokelau,TKL,1950,96,,1612,Oceania
Tonga,TON,1950,92.5,,49679,Oceania
Tonga,TON,1976,100,,95343,Oceania
Tonga,TON,1996,99,,100294,Oceania
Tonga,TON,2006,99,,106266,Oceania
Tonga,TON,2011,99,,107584,Oceania
Tonga,TON,2015,,11.22,106110,Oceania
Tonga,TON,2016,97,,105536,Oceania
Tonga,TON,2019,91.05162,,105688,Oceania
Tonga,TON,2020,,11.42,105721,Oceania
Trinidad and Tobago,TTO,1870,,0.5,125755,North America
Trinidad and Tobago,TTO,1875,,0.59,147143,North America
Trinidad and Tobago,TTO,1880,,0.69,172262,North America
Trinidad and Tobago,TTO,1885,,0.86,195743,North America
Trinidad and Tobago,TTO,1890,,1.05,220924,North America
Trinidad and Tobago,TTO,1895,,1.29,245925,North America
Trinidad and Tobago,TTO,1900,,1.66,273257,North America
Trinidad and Tobago,TTO,1905,,2,304163,North America
Trinidad and Tobago,TTO,1910,,2.41,337613,North America
Trinidad and Tobago,TTO,1915,,2.92,367737,North America
Trinidad and Tobago,TTO,1920,,3.28,396002,North America
Trinidad and Tobago,TTO,1925,,3.55,406973,North America
Trinidad and Tobago,TTO,1930,,3.93,418330,North America
Trinidad and Tobago,TTO,1935,,4.3,450298,North America
Trinidad and Tobago,TTO,1940,,4.61,491882,North America
Trinidad and Tobago,TTO,1945,,4.92,562817,North America
Trinidad and Tobago,TTO,1950,77.5,5.16,648778,North America
Trinidad and Tobago,TTO,1955,,5.37,741247,North America
Trinidad and Tobago,TTO,1960,,5.73,844952,North America
Trinidad and Tobago,TTO,1965,,6.05,928433,North America
Trinidad and Tobago,TTO,1970,,6.51,991480,North America
Trinidad and Tobago,TTO,1975,,7.03,1053468,North America
Trinidad and Tobago,TTO,1980,95,7.57,1121750,North America
Trinidad and Tobago,TTO,1985,,8.13,1187370,North America
Trinidad and Tobago,TTO,1990,97,8.71,1252215,North America
Trinidad and Tobago,TTO,1995,,9.22,1295167,North America
Trinidad and Tobago,TTO,2000,,9.72,1319781,North America
Trinidad and Tobago,TTO,2005,,10.27,1352040,North America
Trinidad and Tobago,TTO,2010,,10.96,1386657,North America
Trinidad and Tobago,TTO,2015,,11,1429190,North America
Trinidad and Tobago,TTO,2020,,11.28,1481026,North America
Tunisia,TUN,1870,,0.01,1371878,Africa
Tunisia,TUN,1875,,0.01,1445578,Africa
Tunisia,TUN,1880,,0.01,1523231,Africa
Tunisia,TUN,1885,,0.01,1605049,Africa
Tunisia,TUN,1890,,0.01,1690896,Africa
Tunisia,TUN,1895,,0.01,1778972,Africa
Tunisia,TUN,1900,,0.02,1878648,Africa
Tunisia,TUN,1905,,0.02,2033194,Africa
Tunisia,TUN,1910,,0.08,2193797,Africa
Tunisia,TUN,1915,,0.13,2269295,Africa
Tunisia,TUN,1920,,0.18,2337611,Africa
Tunisia,TUN,1925,,0.2,2461290,Africa
Tunisia,TUN,1930,,0.25,2611086,Africa
Tunisia,TUN,1935,,0.42,2839468,Africa
Tunisia,TUN,1940,,0.51,3094602,Africa
Tunisia,TUN,1945,,0.59,3339248,Africa
Tunisia,TUN,1950,17.5,0.68,3608997,Africa
Tunisia,TUN,1955,,0.82,4005135,Africa
Tunisia,TUN,1960,,0.96,4267299,Africa
Tunisia,TUN,1965,,1.37,4561390,Africa
Tunisia,TUN,1970,,1.9,5131394,Africa
Tunisia,TUN,1975,,2.63,5839266,Africa
Tunisia,TUN,1980,,3.47,6606194,Africa
Tunisia,TUN,1984,48,,7220050,Africa
Tunisia,TUN,1985,,3.93,7409907,Africa
Tunisia,TUN,1990,,4.68,8324509,Africa
Tunisia,TUN,1995,,5.48,9161263,Africa
Tunisia,TUN,2000,,6.32,9764940,Africa
Tunisia,TUN,2004,74,,10166170,Africa
Tunisia,TUN,2005,,7.21,10255474,Africa
Tunisia,TUN,2007,77,,10441705,Africa
Tunisia,TUN,2008,78,,10542637,Africa
Tunisia,TUN,2010,79,8,10765984,Africa
Tunisia,TUN,2011,80,,10886041,Africa
Tunisia,TUN,2012,80,,11009649,Africa
Tunisia,TUN,2014,79,,11274295,Africa
Tunisia,TUN,2015,,8.63,11402270,Africa
Tunisia,TUN,2018,79.47511,,11765515,Africa
Tunisia,TUN,2019,81,,11875084,Africa
Tunisia,TUN,2020,,9.29,11974058,Africa
Tunisia,TUN,2021,83.68263,,12048625,Africa
Tunisia,TUN,2023,86.24682,,12200434,Africa
Turkey,TUR,1870,,0.01,11762553,Asia
Turkey,TUR,1875,,0.01,12087864,Asia
Turkey,TUR,1880,,0.02,12443331,Asia
Turkey,TUR,1885,,0.02,12809235,Asia
Turkey,TUR,1890,,0.03,13185884,Asia
Turkey,TUR,1895,,0.04,13573592,Asia
Turkey,TUR,1900,,0.17,13972684,Asia
Turkey,TUR,1905,,0.24,14383492,Asia
Turkey,TUR,1910,,0.22,14683987,Asia
Turkey,TUR,1915,,0.31,14226111,Asia
Turkey,TUR,1920,,0.39,13800950,Asia
Turkey,TUR,1925,,0.48,14185613,Asia
Turkey,TUR,1927,8.2,,14394259,Asia
Turkey,TUR,1930,,0.57,14806857,Asia
Turkey,TUR,1935,20.4,0.69,16079757,Asia
Turkey,TUR,1940,,0.78,17561075,Asia
Turkey,TUR,1945,30.5,0.94,19126328,Asia
Turkey,TUR,1950,32.5,1.14,21021142,Asia
Turkey,TUR,1955,,1.42,24310513,Asia
Turkey,TUR,1960,,1.84,28329895,Asia
Turkey,TUR,1965,,2.2,32345213,Asia
Turkey,TUR,1970,,2.58,36638458,Asia
Turkey,TUR,1975,62,3.09,41053123,Asia
Turkey,TUR,1980,66,3.77,45408818,Asia
Turkey,TUR,1985,76,4.82,50687118,Asia
Turkey,TUR,1990,79,5.22,56015627,Asia
Turkey,TUR,1995,,5.88,61024501,Asia
Turkey,TUR,2000,,6.37,65425957,Asia
Turkey,TUR,2004,87,,68592621,Asia
Turkey,TUR,2005,88,6.86,69329557,Asia
Turkey,TUR,2006,88,,70045351,Asia
Turkey,TUR,2007,89,,70750593,Asia
Turkey,TUR,2009,91,,72464846,Asia
Turkey,TUR,2010,93,7.44,73346766,Asia
Turkey,TUR,2011,94,,74215203,Asia
Turkey,TUR,2012,95,,75197196,Asia
Turkey,TUR,2013,95,,76403032,Asia
Turkey,TUR,2014,95,,78036154,Asia
Turkey,TUR,2015,96,8.13,80014222,Asia
Turkey,TUR,2016,96,,81652087,Asia
Turkey,TUR,2017,96,,83083667,Asia
Turkey,TUR,2019,97,,85357670,Asia
Turkey,TUR,2020,,8.49,86091691,Asia
Turkey,TUR,2021,97,,86686254,Asia
Turkmenistan,TKM,1995,99,,4191207,Asia
USSR,OWID_USS,1950,92.5,,181400996,Europe
Uganda,UGA,1870,,0.01,3311720,Africa
Uganda,UGA,1875,,0.01,3419807,Africa
Uganda,UGA,1880,,0.01,3533304,Africa
Uganda,UGA,1885,,0.01,3650353,Africa
Uganda,UGA,1890,,0.01,3757466,Africa
Uganda,UGA,1895,,0.01,3780541,Africa
Uganda,UGA,1900,,0.01,3774052,Africa
Uganda,UGA,1905,,0.08,3668098,Africa
Uganda,UGA,1910,,0.16,3562507,Africa
Uganda,UGA,1915,,0.2,3540009,Africa
Uganda,UGA,1920,,0.43,3555241,Africa
Uganda,UGA,1925,,0.46,3825147,Africa
Uganda,UGA,1930,,0.5,4153962,Africa
Uganda,UGA,1935,,0.54,4460701,Africa
Uganda,UGA,1940,,0.58,4793413,Africa
Uganda,UGA,1945,,0.74,5228608,Africa
Uganda,UGA,1950,27.5,0.92,5750917,Africa
Uganda,UGA,1955,,1.06,6613776,Africa
Uganda,UGA,1960,,1.18,7640975,Africa
Uganda,UGA,1965,,1.29,8849209,Africa
Uganda,UGA,1970,,1.58,10321608,Africa
Uganda,UGA,1975,,2,11725240,Africa
Uganda,UGA,1980,,2.4,13275751,Africa
Uganda,UGA,1985,,3.02,15023679,Africa
Uganda,UGA,1990,,3.71,17569895,Africa
Uganda,UGA,1991,56,,18155901,Africa
Uganda,UGA,1995,,4.17,20665673,Africa
Uganda,UGA,2000,,4.56,24000158,Africa
Uganda,UGA,2002,68,,25532872,Africa
Uganda,UGA,2005,,5.11,27963287,Africa
Uganda,UGA,2006,71,,28794005,Africa
Uganda,UGA,2010,73,5.87,32390801,Africa
Uganda,UGA,2012,70,,34337436,Africa
Uganda,UGA,2015,,6.27,37531444,Africa
Uganda,UGA,2016,69.10132,,38799153,Africa
Uganda,UGA,2020,,6.69,44457148,Africa
Ukraine,UKR,2001,99,,49106854,Europe
Ukraine,UKR,2015,,10.81,45784904,Europe
Ukraine,UKR,2020,,10.82,44680008,Europe
United Arab Emirates,ARE,1975,54,,542868,Asia
United Arab Emirates,ARE,1985,71,,1377918,Asia
United Arab Emirates,ARE,2005,90,,4664797,Asia
United Arab Emirates,ARE,2015,,9.35,8674633,Asia
United Arab Emirates,ARE,2019,98,,9377855,Asia
United Arab Emirates,ARE,2020,,9.57,9448529,Asia
United Arab Emirates,ARE,2021,98,,9789055,Asia
United Arab Emirates,ARE,2022,98,,10242085,Asia
United Arab Emirates,ARE,2023,98,,10642089,Asia
United Kingdom,GBR,1475,5,,4205609,Europe
United Kingdom,GBR,1550,16,,5006677,Europe
United Kingdom,GBR,1650,53,,6762353,Europe
United Kingdom,GBR,1750,54,,9288177,Europe
United Kingdom,GBR,1870,,0.92,31413071,Europe
United Kingdom,GBR,1875,,0.98,32953628,Europe
United Kingdom,GBR,1880,,1.15,34560483,Europe
United Kingdom,GBR,1885,,1.4,35994727,Europe
United Kingdom,GBR,1890,,1.81,37479831,Europe
United Kingdom,GBR,1895,,2.16,39234136,Europe
United Kingdom,GBR,1900,,2.55,41089602,Europe
United Kingdom,GBR,1905,,3.11,42935539,Europe
United Kingdom,GBR,1910,,3.64,44723743,Europe
United Kingdom,GBR,1915,,4.08,45781070,Europe
United Kingdom,GBR,1920,,4.49,46564792,Europe
United Kingdom,GBR,1925,,4.93,46259648,Europe
United Kingdom,GBR,1930,,5.42,45980369,Europe
United Kingdom,GBR,1935,,5.94,46949578,Europe
United Kingdom,GBR,1940,,6.24,48108804,Europe
United Kingdom,GBR,1945,,6.46,49081483,Europe
United Kingdom,GBR,1950,98.5,6.49,50121020,Europe
United Kingdom,GBR,1955,,6.73,51176749,Europe
United Kingdom,GBR,1960,,7.01,52538548,Europe
United Kingdom,GBR,1965,,7.65,54359022,Europe
United Kingdom,GBR,1970,,8.06,55663801,Europe
United Kingdom,GBR,1975,,8.39,56220139,Europe
United Kingdom,GBR,1980,,8.52,56282102,Europe
United Kingdom,GBR,1985,,8.76,56606416,Europe
United Kingdom,GBR,1990,,9.28,57367867,Europe
United Kingdom,GBR,1995,,9.67,58154632,Europe
United Kingdom,GBR,2000,,9.97,59057333,Europe
United Kingdom,GBR,2005,,11.57,60596107,Europe
United Kingdom,GBR,2010,,12.46,63006482,Europe
United Kingdom,GBR,2015,,12.67,65382107,Europe
United Kingdom,GBR,2020,,12.9,67351860,Europe
United States,USA,1870,,4.26,39902173,North America
United States,USA,1875,,4.57,44606685,North America
United States,USA,1880,,4.89,49844419,North America
United States,USA,1885,,5.17,55707739,North America
United States,USA,1890,,5.55,62112247,North America
United States,USA,1895,,5.93,68238885,North America
United States,USA,1900,89.3,6.38,74829905,North America
United States,USA,1905,,6.72,82253148,North America
United States,USA,1910,92.3,6.76,90151889,North America
United States,USA,1915,,6.97,96854312,North America
United States,USA,1920,94,7.2,103898175,North America
United States,USA,1925,,7.56,111732111,North America
United States,USA,1930,95.7,7.9,119629770,North America
United States,USA,1935,,8.34,124448298,North America
United States,USA,1940,97.1,8.68,129417367,North America
United States,USA,1945,,8.93,138111665,North America
United States,USA,1950,96.5,8.74,154202683,North America
United States,USA,1955,,9.14,166200028,North America
United States,USA,1960,,9.63,180274556,North America
United States,USA,1965,,10.42,195653774,North America
United States,USA,1970,,11.1,207796338,North America
United States,USA,1975,,11.73,219129299,North America
United States,USA,1980,,12.28,229858656,North America
United States,USA,1985,,12.35,241690438,North America
United States,USA,1990,,12.55,253373387,North America
United States,USA,1995,,12.83,268205796,North America
United States,USA,2000,,13.1,281484126,North America
United States,USA,2005,,13.01,295716666,North America
United States,USA,2010,,13.24,311062785,North America
United States,USA,2015,,13.29,326126496,North America
United States,USA,2020,,13.32,339436156,North America
United States Virgin Islands,VIR,1950,87.5,,27104,North America
Upper-middle-income countries,,1976,66.26719,,1658006259,
Upper-middle-income countries,,1977,66.49083,,1687818432,
Upper-middle-income countries,,1978,67.51543,,1717294143,
Upper-middle-income countries,,1979,68.63815,,1747437825,
Upper-middle-income countries,,1980,69.66099,,1778698349,
Upper-middle-income countries,,1981,70.64652,,1811655794,
Upper-middle-income countries,,1982,71.57013,,1846182616,
Upper-middle-income countries,,1983,72.50382,,1880139880,
Upper-middle-income countries,,1984,73.58393,,1913689032,
Upper-middle-income countries,,1985,74.485,,1948314069,
Upper-middle-income countries,,1986,75.36734,,1984336831,
Upper-middle-income countries,,1987,76.26551,,2021851155,
Upper-middle-income countries,,1988,79.67043,,2059210641,
Upper-middle-income countries,,1989,80.31058,,2096075553,
Upper-middle-income countries,,1990,81.04114,,2133212546,
Upper-middle-income countries,,1991,81.58651,,2167382314,
Upper-middle-income countries,,1992,82.15758,,2197406055,
Upper-middle-income countries,,1993,82.6979,,2225369861,
Upper-middle-income countries,,1994,83.23142,,2251652283,
Upper-middle-income countries,,1995,83.80124,,2277401663,
Upper-middle-income countries,,1996,84.31269,,2302891501,
Upper-middle-income countries,,1997,88.7168,,2327613637,
Upper-middle-income countries,,1998,89.1177,,2351662004,
Upper-middle-income countries,,1999,89.47645,,2375149846,
Upper-middle-income countries,,2000,89.87667,,2398658002,
Upper-middle-income countries,,2001,90.19642,,2421698836,
Upper-middle-income countries,,2002,90.54139,,2443169936,
Upper-middle-income countries,,2003,90.98183,,2464250116,
Upper-middle-income countries,,2004,91.3237,,2485797097,
Upper-middle-income countries,,2005,91.58416,,2507751547,
Upper-middle-income countries,,2006,91.86817,,2529346002,
Upper-middle-income countries,,2007,92.87729,,2550034553,
Upper-middle-income countries,,2008,93.30886,,2571616096,
Upper-middle-income countries,,2009,93.40503,,2594532094,
Upper-middle-income countries,,2010,93.60919,,2617657240,
Upper-middle-income countries,,2011,93.75011,,2640400163,
Upper-middle-income countries,,2012,93.99739,,2664517398,
Upper-middle-income countries,,2013,94.06516,,2689585465,
Upper-middle-income countries,,2014,94.41684,,2713983279,
Upper-middle-income countries,,2015,94.53935,,2737646890,
Upper-middle-income countries,,2016,94.76116,,2759890904,
Upper-middle-income countries,,2017,94.77168,,2781778743,
Upper-middle-income countries,,2018,94.92602,,2801804568,
Upper-middle-income countries,,2019,95.21391,,2818594893,
Upper-middle-income countries,,2020,95.32048,,2832101028,
Upper-middle-income countries,,2021,95.35308,,2841892610,
Upper-middle-income countries,,2022,95.49537,,2847730001,
Upper-middle-income countries,,2023,95.61952,,2852870890,
Uruguay,URY,1870,,0.34,342458,South America
Uruguay,URY,1875,,0.41,401691,South America
Uruguay,URY,1880,,0.51,470397,South America
Uruguay,URY,1885,,0.62,569779,South America
Uruguay,URY,1890,,0.75,689096,South America
Uruguay,URY,1895,,0.85,801463,South America
Uruguay,URY,1900,,0.94,919712,South America
Uruguay,URY,1905,,1.03,1007909,South America
Uruguay,URY,1910,,1.44,1101649,South America
Uruguay,URY,1915,,1.85,1237025,South America
Uruguay,URY,1920,,2.16,1392464,South America
Uruguay,URY,1925,,2.84,1557826,South America
Uruguay,URY,1930,,3.11,1732125,South America
Uruguay,URY,1935,,3.38,1864438,South America
Uruguay,URY,1940,,3.72,1993585,South America
Uruguay,URY,1945,,4.06,2110016,South America
Uruguay,URY,1950,82.5,4.47,2234414,South America
Uruguay,URY,1955,,4.77,2367035,South America
Uruguay,URY,1960,,5.06,2529964,South America
Uruguay,URY,1965,,5.43,2681172,South America
Uruguay,URY,1970,,5.94,2790811,South America
Uruguay,URY,1975,94,6.45,2872328,South America
Uruguay,URY,1980,,6.94,2951956,South America
Uruguay,URY,1985,95,7.4,3017044,South America
Uruguay,URY,1990,,7.71,3104404,South America
Uruguay,URY,1995,,8.08,3189438,South America
Uruguay,URY,1996,97,,3206329,South America
Uruguay,URY,2000,,8.36,3266212,South America
Uruguay,URY,2005,,8.5,3285776,South America
Uruguay,URY,2006,98,,3289508,South America
Uruguay,URY,2007,98,,3295155,South America
Uruguay,URY,2008,98,,3302184,South America
Uruguay,URY,2009,98,,3310093,South America
Uruguay,URY,2010,98,8.61,3318581,South America
Uruguay,URY,2011,98,,3326829,South America
Uruguay,URY,2012,98,,3335406,South America
Uruguay,URY,2013,98,,3345335,South America
Uruguay,URY,2014,98,,3356343,South America
Uruguay,URY,2015,99,8.65,3368022,South America
Uruguay,URY,2016,99,,3379279,South America
Uruguay,URY,2017,99,,3388444,South America
Uruguay,URY,2018,99,,3394538,South America
Uruguay,URY,2019,99,,3397206,South America
Uruguay,URY,2020,,8.76,3398966,South America
Uruguay,URY,2022,99,,3390913,South America
Uzbekistan,UZB,2000,99,,24787052,Asia
Uzbekistan,UZB,2013,100,,29724065,Asia
Uzbekistan,UZB,2014,100,,30222994,Asia
Uzbekistan,UZB,2015,100,,30749349,Asia
Uzbekistan,UZB,2016,100,,31284565,Asia
Uzbekistan,UZB,2018,100,,32373489,Asia
Uzbekistan,UZB,2019,100,,32964700,Asia
Uzbekistan,UZB,2021,100,,34243696,Asia
Uzbekistan,UZB,2022,100,,34938953,Asia
Vanuatu,VUT,1950,32.5,,51557,Oceania
Vanuatu,VUT,1979,53,,113061,Oceania
Vanuatu,VUT,1999,74,,182056,Oceania
Vanuatu,VUT,2023,87.96032,,320422,Oceania
Venezuela,VEN,1870,,0.02,1701337,South America
Venezuela,VEN,1875,,0.02,1854358,South America
Venezuela,VEN,1880,,0.02,2023151,South America
Venezuela,VEN,1885,,0.03,2177402,South America
Venezuela,VEN,1890,,0.04,2338873,South America
Venezuela,VEN,1895,,0.05,2515273,South America
Venezuela,VEN,1900,,0.44,2699561,South America
